,image_path,image_id,point_num,point_id,point_coordinate,true_class,pred_class
4529,../data/input_images\20220323_052144_600_7641.jpg,1783948,5,70559111,"3984, 2280",ACB,UNK
4530,../data/input_images\20220323_052149_200_7654.jpg,1783944,1,70558652,"1328, 760",UNK,UNK
4531,../data/input_images\20220323_052149_200_7654.jpg,1783944,2,70558653,"3984, 760",UNK,ACT
4532,../data/input_images\20220323_052149_200_7654.jpg,1783944,3,70558654,"2656, 1520",UNK,UNK
4533,../data/input_images\20220323_052149_200_7654.jpg,1783944,4,70558655,"1328, 2280",ACO-B,SE
4534,../data/input_images\20220323_052149_200_7654.jpg,1783944,5,70558656,"3984, 2280",UNK,UNK
4535,../data/input_images\20220323_052204_400_7697.jpg,1783947,1,70558703,"1328, 760",ACB,ACT
4536,../data/input_images\20220323_052204_400_7697.jpg,1783947,2,70558705,"3984, 760",DC,R
4537,../data/input_images\20220323_052204_400_7697.jpg,1783947,3,70558708,"2656, 1520",ACX,ACX
4538,../data/input_images\20220323_052204_400_7697.jpg,1783947,4,70558710,"1328, 2280",DC,UNK
4539,../data/input_images\20220323_052204_400_7697.jpg,1783947,5,70558712,"3984, 2280",ACT,ACT
4540,../data/input_images\20220323_052209_500_7711.jpg,1783954,1,70559002,"1328, 760",UNK,TA
4541,../data/input_images\20220323_052209_500_7711.jpg,1783954,2,70559004,"3984, 760",DC,CB-B
4542,../data/input_images\20220323_052209_500_7711.jpg,1783954,3,70559006,"2656, 1520",UNK,UNK
4543,../data/input_images\20220323_052209_500_7711.jpg,1783954,4,70559008,"1328, 2280",ACT,ACT
4544,../data/input_images\20220323_052209_500_7711.jpg,1783954,5,70559010,"3984, 2280",ACT,ACT
4545,../data/input_images\20220323_052220_000_7740.jpg,1783950,1,70559103,"1328, 760",UNK-R,CM
4546,../data/input_images\20220323_052220_000_7740.jpg,1783950,2,70559105,"3984, 760",TA,TA
4547,../data/input_images\20220323_052220_000_7740.jpg,1783950,3,70559106,"2656, 1520",UNK,UNK
4548,../data/input_images\20220323_052220_000_7740.jpg,1783950,4,70559109,"1328, 2280",ACT,ACT
4549,../data/input_images\20220323_052220_000_7740.jpg,1783950,5,70559110,"3984, 2280",UNK,UNK
4550,../data/input_images\20220323_052226_300_7757.jpg,1783951,1,70558952,"1328, 760",CE,CE
4551,../data/input_images\20220323_052226_300_7757.jpg,1783951,2,70558953,"3984, 760",UNK,UNK
4552,../data/input_images\20220323_052226_300_7757.jpg,1783951,3,70558954,"2656, 1520",UNK,UNK
4553,../data/input_images\20220323_052226_300_7757.jpg,1783951,4,70558955,"1328, 2280",TA,UNK
4554,../data/input_images\20220323_052226_300_7757.jpg,1783951,5,70558956,"3984, 2280",UNK,UNK
4555,../data/input_images\20220323_052231_200_7770.jpg,1783955,1,70559003,"1328, 760",UNK,UNK
4556,../data/input_images\20220323_052231_200_7770.jpg,1783955,2,70559005,"3984, 760",CB,CB-B
4557,../data/input_images\20220323_052231_200_7770.jpg,1783955,3,70559007,"2656, 1520",SE,DC
4558,../data/input_images\20220323_052231_200_7770.jpg,1783955,4,70559009,"1328, 2280",SE-B,UNK
4559,../data/input_images\20220323_052231_200_7770.jpg,1783955,5,70559011,"3984, 2280",SE-B,UNK
4560,../data/input_images\20220323_052236_700_7785.jpg,1783942,1,70558702,"1328, 760",TA,UNK
4561,../data/input_images\20220323_052236_700_7785.jpg,1783942,2,70558704,"3984, 760",UNK,UNK
4562,../data/input_images\20220323_052236_700_7785.jpg,1783942,3,70558706,"2656, 1520",UNK,UNK
4563,../data/input_images\20220323_052236_700_7785.jpg,1783942,4,70558707,"1328, 2280",TA,TA
4564,../data/input_images\20220323_052236_700_7785.jpg,1783942,5,70558709,"3984, 2280",UNK,CM
4565,../data/input_images\20220323_052241_100_7797.jpg,1783946,1,70558852,"1328, 760",SE-B,SE-B
4566,../data/input_images\20220323_052241_100_7797.jpg,1783946,2,70558853,"3984, 760",UNK,UNK
4567,../data/input_images\20220323_052241_100_7797.jpg,1783946,3,70558854,"2656, 1520",ACO,ACT
4568,../data/input_images\20220323_052241_100_7797.jpg,1783946,4,70558855,"1328, 2280",UNK,UNK
4569,../data/input_images\20220323_052241_100_7797.jpg,1783946,5,70558856,"3984, 2280",ACO,ACT
4570,../data/input_images\20220323_052245_600_7809.jpg,1783949,1,70559302,"1328, 760",ACT,ACT
4571,../data/input_images\20220323_052245_600_7809.jpg,1783949,2,70559305,"3984, 760",UNK-R,ACO
4572,../data/input_images\20220323_052245_600_7809.jpg,1783949,3,70559309,"2656, 1520",UNK,UNK
4573,../data/input_images\20220323_052245_600_7809.jpg,1783949,4,70559313,"1328, 2280",ACT,TA
4574,../data/input_images\20220323_052245_600_7809.jpg,1783949,5,70559317,"3984, 2280",TA,TA
4575,../data/input_images\20220323_052250_600_7822.jpg,1783952,1,70558902,"1328, 760",UNK-R,UNK
4576,../data/input_images\20220323_052250_600_7822.jpg,1783952,2,70558903,"3984, 760",ACT,CM
4577,../data/input_images\20220323_052250_600_7822.jpg,1783952,3,70558904,"2656, 1520",ACT,CT-B
4578,../data/input_images\20220323_052250_600_7822.jpg,1783952,4,70558905,"1328, 2280",ACT,ACT
4579,../data/input_images\20220323_052250_600_7822.jpg,1783952,5,70558906,"3984, 2280",ACT,ACT
4580,../data/input_images\20220323_052305_700_7861.jpg,1783972,1,70560052,"1328, 760",TA,TA
4581,../data/input_images\20220323_052305_700_7861.jpg,1783972,2,70560053,"3984, 760",TA,TA
4582,../data/input_images\20220323_052305_700_7861.jpg,1783972,3,70560054,"2656, 1520",ACT,TA
4583,../data/input_images\20220323_052305_700_7861.jpg,1783972,4,70560055,"1328, 2280",ACT,ACT
4584,../data/input_images\20220323_052305_700_7861.jpg,1783972,5,70560056,"3984, 2280",TA,TA
4585,../data/input_images\20220323_052320_100_7897.jpg,1783967,1,70559802,"1328, 760",ACT,ACT
4586,../data/input_images\20220323_052320_100_7897.jpg,1783967,2,70559803,"3984, 760",TA,TA
4587,../data/input_images\20220323_052320_100_7897.jpg,1783967,3,70559804,"2656, 1520",TA,UNK
4588,../data/input_images\20220323_052320_100_7897.jpg,1783967,4,70559805,"1328, 2280",TA,TA
4589,../data/input_images\20220323_052320_100_7897.jpg,1783967,5,70559806,"3984, 2280",ACT,ACT
4590,../data/input_images\20220323_052324_600_7909.jpg,1783961,1,70559252,"1328, 760",ACD,ACD
4591,../data/input_images\20220323_052324_600_7909.jpg,1783961,2,70559253,"3984, 760",ACT,ACT
4592,../data/input_images\20220323_052324_600_7909.jpg,1783961,3,70559254,"2656, 1520",CB-B,CB-B
4593,../data/input_images\20220323_052324_600_7909.jpg,1783961,4,70559255,"1328, 2280",TA,TA
4594,../data/input_images\20220323_052324_600_7909.jpg,1783961,5,70559256,"3984, 2280",ACB,ACB
4595,../data/input_images\20220323_052329_700_7922.jpg,1783963,1,70559502,"1328, 760",ACO,UNK
4596,../data/input_images\20220323_052329_700_7922.jpg,1783963,2,70559503,"3984, 760",ACT,DC
4597,../data/input_images\20220323_052329_700_7922.jpg,1783963,3,70559504,"2656, 1520",ACD-B,TA
4598,../data/input_images\20220323_052329_700_7922.jpg,1783963,4,70559505,"1328, 2280",TA,TA
4599,../data/input_images\20220323_052329_700_7922.jpg,1783963,5,70559506,"3984, 2280",R,TA
4600,../data/input_images\20220323_052344_600_7959.jpg,1783958,1,70559555,"1328, 760",ACT,ACT
4601,../data/input_images\20220323_052344_600_7959.jpg,1783958,2,70559559,"3984, 760",TA,TA
4602,../data/input_images\20220323_052344_600_7959.jpg,1783958,3,70559565,"2656, 1520",TA,TA
4603,../data/input_images\20220323_052344_600_7959.jpg,1783958,4,70559569,"1328, 2280",TA,TA
4604,../data/input_images\20220323_052344_600_7959.jpg,1783958,5,70559575,"3984, 2280",ACO-B,ACO
4605,../data/input_images\20220323_052350_000_7972.jpg,1783970,1,70559953,"1328, 760",ACT,ACT
4606,../data/input_images\20220323_052350_000_7972.jpg,1783970,2,70559955,"3984, 760",ACT,ACD
4607,../data/input_images\20220323_052350_000_7972.jpg,1783970,3,70559957,"2656, 1520",CB,TA
4608,../data/input_images\20220323_052350_000_7972.jpg,1783970,4,70559958,"1328, 2280",ACT,ACT
4609,../data/input_images\20220323_052350_000_7972.jpg,1783970,5,70559961,"3984, 2280",ACO,ACO
4610,../data/input_images\20220323_052354_900_7984.jpg,1783959,1,70559552,"1328, 760",ACT,ACT
4611,../data/input_images\20220323_052354_900_7984.jpg,1783959,2,70559556,"3984, 760",ACT,ACT
4612,../data/input_images\20220323_052354_900_7984.jpg,1783959,3,70559561,"2656, 1520",ACT,ACT
4613,../data/input_images\20220323_052354_900_7984.jpg,1783959,4,70559566,"1328, 2280",ACT,ACT
4614,../data/input_images\20220323_052354_900_7984.jpg,1783959,5,70559570,"3984, 2280",UNK,UNK
4615,../data/input_images\20220323_052400_200_7997.jpg,1783964,1,70560352,"1328, 760",TA,TA
4616,../data/input_images\20220323_052400_200_7997.jpg,1783964,2,70560356,"3984, 760",UNK,UNK
4617,../data/input_images\20220323_052400_200_7997.jpg,1783964,3,70560360,"2656, 1520",ACT,ACT
4618,../data/input_images\20220323_052400_200_7997.jpg,1783964,4,70560364,"1328, 2280",TA,UNK
4619,../data/input_images\20220323_052400_200_7997.jpg,1783964,5,70560368,"3984, 2280",TA,ACT
4620,../data/input_images\20220323_052405_200_8009.jpg,1783968,1,70560102,"1328, 760",ACO,ACD
4621,../data/input_images\20220323_052405_200_8009.jpg,1783968,2,70560104,"3984, 760",ACT,ACT
4622,../data/input_images\20220323_052405_200_8009.jpg,1783968,3,70560106,"2656, 1520",TA,TA
4623,../data/input_images\20220323_052405_200_8009.jpg,1783968,4,70560108,"1328, 2280",TA,TA
4624,../data/input_images\20220323_052405_200_8009.jpg,1783968,5,70560110,"3984, 2280",DC,TA
4625,../data/input_images\20220323_052421_400_8049.jpg,1783962,1,70559303,"1328, 760",ACB,ACB
4626,../data/input_images\20220323_052421_400_8049.jpg,1783962,2,70559307,"3984, 760",ACT,ACT
4627,../data/input_images\20220323_052421_400_8049.jpg,1783962,3,70559311,"2656, 1520",ACT,ACT
4628,../data/input_images\20220323_052421_400_8049.jpg,1783962,4,70559315,"1328, 2280",TA,DC
4629,../data/input_images\20220323_052421_400_8049.jpg,1783962,5,70559320,"3984, 2280",ACT,ACO
4630,../data/input_images\20220323_052426_600_8062.jpg,1783987,1,70561302,"1328, 760",UNK,UNK
4631,../data/input_images\20220323_052426_600_8062.jpg,1783987,2,70561305,"3984, 760",UNK,ACO
4632,../data/input_images\20220323_052426_600_8062.jpg,1783987,3,70561309,"2656, 1520",UNK,UNK
4633,../data/input_images\20220323_052426_600_8062.jpg,1783987,4,70561313,"1328, 2280",UNK,UNK
4634,../data/input_images\20220323_052426_600_8062.jpg,1783987,5,70561317,"3984, 2280",TA,TA
4635,../data/input_images\20220323_052430_900_8073.jpg,1783986,1,70560602,"1328, 760",TA,TA
4636,../data/input_images\20220323_052430_900_8073.jpg,1783986,2,70560605,"3984, 760",TA,TA
4637,../data/input_images\20220323_052430_900_8073.jpg,1783986,3,70560607,"2656, 1520",ACT,DC
4638,../data/input_images\20220323_052430_900_8073.jpg,1783986,4,70560610,"1328, 2280",ACD-F,ACD-F
4639,../data/input_images\20220323_052430_900_8073.jpg,1783986,5,70560613,"3984, 2280",TA,TA
4640,../data/input_images\20220323_052444_300_8107.jpg,1783989,1,70560603,"1328, 760",UNK,UNK
4641,../data/input_images\20220323_052444_300_8107.jpg,1783989,2,70560606,"3984, 760",WA,WA
4642,../data/input_images\20220323_052444_300_8107.jpg,1783989,3,70560609,"2656, 1520",CB,CB
4643,../data/input_images\20220323_052444_300_8107.jpg,1783989,4,70560612,"1328, 2280",ACO,ACO
4644,../data/input_images\20220323_052444_300_8107.jpg,1783989,5,70560615,"3984, 2280",UNK,UNK
4645,../data/input_images\20220323_052448_800_8119.jpg,1783980,1,70560354,"1328, 760",UNK,UNK
4646,../data/input_images\20220323_052448_800_8119.jpg,1783980,2,70560358,"3984, 760",UNK,UNK
4647,../data/input_images\20220323_052448_800_8119.jpg,1783980,3,70560362,"2656, 1520",UNK,WA
4648,../data/input_images\20220323_052448_800_8119.jpg,1783980,4,70560366,"1328, 2280",UNK,UNK
4649,../data/input_images\20220323_052448_800_8119.jpg,1783980,5,70560370,"3984, 2280",UNK,UNK
4650,../data/input_images\20220323_052453_300_8131.jpg,1783975,1,70560353,"1328, 760",ACT,UNK
4651,../data/input_images\20220323_052453_300_8131.jpg,1783975,2,70560357,"3984, 760",UNK,WA
4652,../data/input_images\20220323_052453_300_8131.jpg,1783975,3,70560361,"2656, 1520",ACT,ACT
4653,../data/input_images\20220323_052453_300_8131.jpg,1783975,4,70560365,"1328, 2280",ACT,ACT
4654,../data/input_images\20220323_052453_300_8131.jpg,1783975,5,70560369,"3984, 2280",CM,CM
4655,../data/input_images\20220323_052457_700_8143.jpg,1783984,1,70560802,"1328, 760",ACT,ACT
4656,../data/input_images\20220323_052457_700_8143.jpg,1783984,2,70560803,"3984, 760",WA,UNK
4657,../data/input_images\20220323_052457_700_8143.jpg,1783984,3,70560804,"2656, 1520",UNK,UNK
4658,../data/input_images\20220323_052457_700_8143.jpg,1783984,4,70560805,"1328, 2280",UNK,UNK
4659,../data/input_images\20220323_052457_700_8143.jpg,1783984,5,70560806,"3984, 2280",UNK,UNK
4660,../data/input_images\20220323_052502_100_8155.jpg,1783974,1,70560252,"1328, 760",UNK,UNK
4661,../data/input_images\20220323_052502_100_8155.jpg,1783974,2,70560255,"3984, 760",WA,WA
4662,../data/input_images\20220323_052502_100_8155.jpg,1783974,3,70560257,"2656, 1520",UNK,UNK
4663,../data/input_images\20220323_052502_100_8155.jpg,1783974,4,70560259,"1328, 2280",UNK,UNK
4664,../data/input_images\20220323_052502_100_8155.jpg,1783974,5,70560261,"3984, 2280",UNK,UNK
4665,../data/input_images\20220323_052524_700_8217.jpg,1783979,1,70562363,"1328, 760",UNK,UNK
4666,../data/input_images\20220323_052524_700_8217.jpg,1783979,2,70562370,"3984, 760",WA,WA
4667,../data/input_images\20220323_052524_700_8217.jpg,1783979,3,70562376,"2656, 1520",UNK,WA
4668,../data/input_images\20220323_052524_700_8217.jpg,1783979,4,70562383,"1328, 2280",WA,WA
4669,../data/input_images\20220323_052524_700_8217.jpg,1783979,5,70562391,"3984, 2280",WA,WA
4670,../data/input_images\20220323_052532_700_8239.jpg,1783978,1,70560552,"1328, 760",UNK,UNK
4671,../data/input_images\20220323_052532_700_8239.jpg,1783978,2,70560553,"3984, 760",WA,WA
4672,../data/input_images\20220323_052532_700_8239.jpg,1783978,3,70560554,"2656, 1520",UNK,UNK
4673,../data/input_images\20220323_052532_700_8239.jpg,1783978,4,70560555,"1328, 2280",UNK,UNK
4674,../data/input_images\20220323_052532_700_8239.jpg,1783978,5,70560556,"3984, 2280",WA,WA
4675,../data/input_images\20220323_052541_200_8262.jpg,1783991,1,70560752,"1328, 760",CS,CS
4676,../data/input_images\20220323_052541_200_8262.jpg,1783991,2,70560753,"3984, 760",UNK,UNK
4677,../data/input_images\20220323_052541_200_8262.jpg,1783991,3,70560754,"2656, 1520",CB,TA
4678,../data/input_images\20220323_052541_200_8262.jpg,1783991,4,70560755,"1328, 2280",TA,UNK
4679,../data/input_images\20220323_052541_200_8262.jpg,1783991,5,70560756,"3984, 2280",UNK,UNK
4680,../data/input_images\20220323_052550_600_8287.jpg,1783998,1,70561003,"1328, 760",UNK-R,CB
4681,../data/input_images\20220323_052550_600_8287.jpg,1783998,2,70561006,"3984, 760",ACT,ACT
4682,../data/input_images\20220323_052550_600_8287.jpg,1783998,3,70561008,"2656, 1520",UNK,UNK
4683,../data/input_images\20220323_052550_600_8287.jpg,1783998,4,70561012,"1328, 2280",TA,TA
4684,../data/input_images\20220323_052550_600_8287.jpg,1783998,5,70561015,"3984, 2280",CM,CM
4685,../data/input_images\20220323_052555_200_8299.jpg,1784002,1,70562853,"1328, 760",DC,ACO
4686,../data/input_images\20220323_052555_200_8299.jpg,1784002,2,70562856,"3984, 760",TA,TA
4687,../data/input_images\20220323_052555_200_8299.jpg,1784002,3,70562861,"2656, 1520",CB,CB
4688,../data/input_images\20220323_052555_200_8299.jpg,1784002,4,70562865,"1328, 2280",ACB-B,ACT
4689,../data/input_images\20220323_052555_200_8299.jpg,1784002,5,70562870,"3984, 2280",ACT,ACT
4690,../data/input_images\20220323_052604_200_8323.jpg,1783999,1,70560853,"1328, 760",ACO,ACO
4691,../data/input_images\20220323_052604_200_8323.jpg,1783999,2,70560855,"3984, 760",CE,TA
4692,../data/input_images\20220323_052604_200_8323.jpg,1783999,3,70560858,"2656, 1520",ACT,ACO-F
4693,../data/input_images\20220323_052604_200_8323.jpg,1783999,4,70560861,"1328, 2280",ACT,DC
4694,../data/input_images\20220323_052604_200_8323.jpg,1783999,5,70560864,"3984, 2280",ACO-B,ACD
4695,../data/input_images\20220323_052639_900_8417.jpg,1783996,1,70561153,"1328, 760",ACD,ACO-B
4696,../data/input_images\20220323_052639_900_8417.jpg,1783996,2,70561154,"3984, 760",TA,TA
4697,../data/input_images\20220323_052639_900_8417.jpg,1783996,3,70561156,"2656, 1520",ACT,ACT
4698,../data/input_images\20220323_052639_900_8417.jpg,1783996,4,70561158,"1328, 2280",ACO,TA
4699,../data/input_images\20220323_052639_900_8417.jpg,1783996,5,70561160,"3984, 2280",DC,DC
4700,../data/input_images\20220323_052645_000_8430.jpg,1784005,1,70561152,"1328, 760",TA,TA
4701,../data/input_images\20220323_052645_000_8430.jpg,1784005,2,70561155,"3984, 760",ACT,ACT
4702,../data/input_images\20220323_052645_000_8430.jpg,1784005,3,70561157,"2656, 1520",ACT,TA
4703,../data/input_images\20220323_052645_000_8430.jpg,1784005,4,70561159,"1328, 2280",ACO-B,CS
4704,../data/input_images\20220323_052645_000_8430.jpg,1784005,5,70561161,"3984, 2280",TA,TA
4705,../data/input_images\20220323_052649_600_8442.jpg,1783990,1,70562203,"1328, 760",ACT,ACT
4706,../data/input_images\20220323_052649_600_8442.jpg,1783990,2,70562205,"3984, 760",ACT,DC
4707,../data/input_images\20220323_052649_600_8442.jpg,1783990,3,70562208,"2656, 1520",ACT,ACO
4708,../data/input_images\20220323_052649_600_8442.jpg,1783990,4,70562212,"1328, 2280",ACT,ACT
4709,../data/input_images\20220323_052649_600_8442.jpg,1783990,5,70562215,"3984, 2280",ACB-B,UNK
4710,../data/input_images\20220323_052654_500_8455.jpg,1784020,1,70561602,"1328, 760",ACO-B,ACO
4711,../data/input_images\20220323_052654_500_8455.jpg,1784020,2,70561603,"3984, 760",ACO,ACX
4712,../data/input_images\20220323_052654_500_8455.jpg,1784020,3,70561604,"2656, 1520",TA,TA
4713,../data/input_images\20220323_052654_500_8455.jpg,1784020,4,70561605,"1328, 2280",TA,TA
4714,../data/input_images\20220323_052654_500_8455.jpg,1784020,5,70561606,"3984, 2280",CB,CB
4715,../data/input_images\20220323_052705_200_8483.jpg,1784010,1,70561552,"1328, 760",ACT,ACT
4716,../data/input_images\20220323_052705_200_8483.jpg,1784010,2,70561553,"3984, 760",CE-B,CM-B
4717,../data/input_images\20220323_052705_200_8483.jpg,1784010,3,70561554,"2656, 1520",ACE,DC
4718,../data/input_images\20220323_052705_200_8483.jpg,1784010,4,70561555,"1328, 2280",CB,CB
4719,../data/input_images\20220323_052705_200_8483.jpg,1784010,5,70561556,"3984, 2280",ACO,DC
4720,../data/input_images\20220323_052726_000_8539.jpg,1784007,1,70562353,"1328, 760",ACT,ACT
4721,../data/input_images\20220323_052726_000_8539.jpg,1784007,2,70562358,"3984, 760",ACT-B,ACT-B
4722,../data/input_images\20220323_052726_000_8539.jpg,1784007,3,70562365,"2656, 1520",CE-B,CE-B
4723,../data/input_images\20220323_052726_000_8539.jpg,1784007,4,70562372,"1328, 2280",ACT,ACT
4724,../data/input_images\20220323_052726_000_8539.jpg,1784007,5,70562379,"3984, 2280",CB,DC
4725,../data/input_images\20220323_052730_400_8551.jpg,1784017,1,70561852,"1328, 760",CE-F,CE-B
4726,../data/input_images\20220323_052730_400_8551.jpg,1784017,2,70561857,"3984, 760",ACT,ACT
4727,../data/input_images\20220323_052730_400_8551.jpg,1784017,3,70561864,"2656, 1520",ACO,UNK
4728,../data/input_images\20220323_052730_400_8551.jpg,1784017,4,70561872,"1328, 2280",ACT,ACT
4729,../data/input_images\20220323_052730_400_8551.jpg,1784017,5,70561878,"3984, 2280",UNK,UNK
4730,../data/input_images\20220323_052734_200_8561.jpg,1784021,1,70561854,"1328, 760",DC,TA
4731,../data/input_images\20220323_052734_200_8561.jpg,1784021,2,70561859,"3984, 760",TA,TA
4732,../data/input_images\20220323_052734_200_8561.jpg,1784021,3,70561863,"2656, 1520",TA,TA
4733,../data/input_images\20220323_052734_200_8561.jpg,1784021,4,70561870,"1328, 2280",UNK,ACT
4734,../data/input_images\20220323_052734_200_8561.jpg,1784021,5,70561877,"3984, 2280",CM,CE-B
4735,../data/input_images\20220323_052738_700_8573.jpg,1784006,1,70561502,"1328, 760",UNK,UNK
4736,../data/input_images\20220323_052738_700_8573.jpg,1784006,2,70561503,"3984, 760",CM-B,CM
4737,../data/input_images\20220323_052738_700_8573.jpg,1784006,3,70561504,"2656, 1520",UNK,UNK
4738,../data/input_images\20220323_052738_700_8573.jpg,1784006,4,70561505,"1328, 2280",ACT,ACT
4739,../data/input_images\20220323_052738_700_8573.jpg,1784006,5,70561506,"3984, 2280",UNK,UNK
4740,../data/input_images\20220323_052742_600_8584.jpg,1784012,1,70561304,"1328, 760",UNK,UNK
4741,../data/input_images\20220323_052742_600_8584.jpg,1784012,2,70561308,"3984, 760",TA,UNK
4742,../data/input_images\20220323_052742_600_8584.jpg,1784012,3,70561312,"2656, 1520",ACX,ACT
4743,../data/input_images\20220323_052742_600_8584.jpg,1784012,4,70561316,"1328, 2280",ACO,ACO
4744,../data/input_images\20220323_052742_600_8584.jpg,1784012,5,70561320,"3984, 2280",UNK,UNK
4745,../data/input_images\20220323_052750_700_8606.jpg,1784015,1,70561853,"1328, 760",TA,CB
4746,../data/input_images\20220323_052750_700_8606.jpg,1784015,2,70561858,"3984, 760",ACO,ACD-B
4747,../data/input_images\20220323_052750_700_8606.jpg,1784015,3,70561866,"2656, 1520",SER,TA
4748,../data/input_images\20220323_052750_700_8606.jpg,1784015,4,70561871,"1328, 2280",ACT,ACT
4749,../data/input_images\20220323_052750_700_8606.jpg,1784015,5,70561876,"3984, 2280",TA,TA
4750,../data/input_images\20220323_052754_800_8617.jpg,1784019,1,70561855,"1328, 760",UNK,TA
4751,../data/input_images\20220323_052754_800_8617.jpg,1784019,2,70561861,"3984, 760",UNK,UNK
4752,../data/input_images\20220323_052754_800_8617.jpg,1784019,3,70561867,"2656, 1520",TA,TA
4753,../data/input_images\20220323_052754_800_8617.jpg,1784019,4,70561873,"1328, 2280",ACO-B,CB
4754,../data/input_images\20220323_052754_800_8617.jpg,1784019,5,70561879,"3984, 2280",UNK,UNK
4755,../data/input_images\20220323_052803_100_8639.jpg,1784008,1,70561303,"1328, 760",UNK,UNK
4756,../data/input_images\20220323_052803_100_8639.jpg,1784008,2,70561307,"3984, 760",ACT,ACT
4757,../data/input_images\20220323_052803_100_8639.jpg,1784008,3,70561311,"2656, 1520",UNK,TA
4758,../data/input_images\20220323_052803_100_8639.jpg,1784008,4,70561315,"1328, 2280",ACT,ACT
4759,../data/input_images\20220323_052803_100_8639.jpg,1784008,5,70561319,"3984, 2280",UNK,UNK
4760,../data/input_images\20220323_052807_200_8650.jpg,1784028,1,70561753,"1328, 760",UNK,UNK
4761,../data/input_images\20220323_052807_200_8650.jpg,1784028,2,70561755,"3984, 760",ACB,R
4762,../data/input_images\20220323_052807_200_8650.jpg,1784028,3,70561757,"2656, 1520",ACO-F,CB-B
4763,../data/input_images\20220323_052807_200_8650.jpg,1784028,4,70561759,"1328, 2280",TA,UNK
4764,../data/input_images\20220323_052807_200_8650.jpg,1784028,5,70561761,"3984, 2280",UNK,UNK
4765,../data/input_images\20220323_052810_900_8660.jpg,1784027,1,70561752,"1328, 760",ACB,ACB
4766,../data/input_images\20220323_052810_900_8660.jpg,1784027,2,70561754,"3984, 760",CB,S
4767,../data/input_images\20220323_052810_900_8660.jpg,1784027,3,70561756,"2656, 1520",ACT,ACT
4768,../data/input_images\20220323_052810_900_8660.jpg,1784027,4,70561758,"1328, 2280",ACT,ACT
4769,../data/input_images\20220323_052810_900_8660.jpg,1784027,5,70561760,"3984, 2280",ACT,ACT
4770,../data/input_images\20220323_052819_500_8683.jpg,1784030,1,70561860,"1328, 760",UNK,UNK
4771,../data/input_images\20220323_052819_500_8683.jpg,1784030,2,70561865,"3984, 760",ACT,ACO
4772,../data/input_images\20220323_052819_500_8683.jpg,1784030,3,70561869,"2656, 1520",UNK,UNK
4773,../data/input_images\20220323_052819_500_8683.jpg,1784030,4,70561875,"1328, 2280",ACT,TA
4774,../data/input_images\20220323_052819_500_8683.jpg,1784030,5,70561881,"3984, 2280",TA,TA
4775,../data/input_images\20220323_052823_500_8694.jpg,1784036,1,70562863,"1328, 760",ACT,ACT
4776,../data/input_images\20220323_052823_500_8694.jpg,1784036,2,70562875,"3984, 760",ACT,ACT
4777,../data/input_images\20220323_052823_500_8694.jpg,1784036,3,70562882,"2656, 1520",ACT,DC
4778,../data/input_images\20220323_052823_500_8694.jpg,1784036,4,70562895,"1328, 2280",ACO,UNK
4779,../data/input_images\20220323_052823_500_8694.jpg,1784036,5,70562905,"3984, 2280",CE,TA
4780,../data/input_images\20220323_052826_800_8703.jpg,1784035,1,70563608,"1328, 760",ACT,ACT
4781,../data/input_images\20220323_052826_800_8703.jpg,1784035,2,70563621,"3984, 760",WA,UNK
4782,../data/input_images\20220323_052826_800_8703.jpg,1784035,3,70563628,"2656, 1520",CM,CM
4783,../data/input_images\20220323_052826_800_8703.jpg,1784035,4,70563635,"1328, 2280",ACB-F,CB
4784,../data/input_images\20220323_052826_800_8703.jpg,1784035,5,70563643,"3984, 2280",UNK,UNK
4785,../data/input_images\20220323_052831_300_8715.jpg,1784032,1,70562862,"1328, 760",DC,UNK
4786,../data/input_images\20220323_052831_300_8715.jpg,1784032,2,70562872,"3984, 760",ACT,ACT
4787,../data/input_images\20220323_052831_300_8715.jpg,1784032,3,70562880,"2656, 1520",TA,TA
4788,../data/input_images\20220323_052831_300_8715.jpg,1784032,4,70562890,"1328, 2280",ACT,CB
4789,../data/input_images\20220323_052831_300_8715.jpg,1784032,5,70562900,"3984, 2280",UNK,UNK
4790,../data/input_images\20220323_052843_900_8750.jpg,1784024,1,70562436,"1328, 760",ACT,UNK
4791,../data/input_images\20220323_052843_900_8750.jpg,1784024,2,70562445,"3984, 760",CM,CM-B
4792,../data/input_images\20220323_052843_900_8750.jpg,1784024,3,70562453,"2656, 1520",UNK,WA
4793,../data/input_images\20220323_052843_900_8750.jpg,1784024,4,70562461,"1328, 2280",UNK,UNK
4794,../data/input_images\20220323_052843_900_8750.jpg,1784024,5,70562467,"3984, 2280",ACO,TA
4795,../data/input_images\20220323_052856_300_8785.jpg,1784034,1,70564499,"1328, 760",ACO-B,UNK
4796,../data/input_images\20220323_052856_300_8785.jpg,1784034,2,70564509,"3984, 760",UNK,UNK
4797,../data/input_images\20220323_052856_300_8785.jpg,1784034,3,70564519,"2656, 1520",UNK,UNK
4798,../data/input_images\20220323_052856_300_8785.jpg,1784034,4,70564529,"1328, 2280",UNK,UNK
4799,../data/input_images\20220323_052856_300_8785.jpg,1784034,5,70564539,"3984, 2280",UNK,UNK
4800,../data/input_images\20220323_052904_100_8807.jpg,1784033,1,70564465,"1328, 760",UNK,UNK
